TestID;Bars;FinishingType;Machine1;SelectedRule;Filmnumber;Description;Shape;LongFace;ShortFace;DifficultArtwork;Transparant
MF203560-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF203560;CVD002 - Europlastiques;Deksel diverse;124,3;79,08;1;1
MF203560-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF203560;CVD002 - Europlastiques;Deksel diverse;124,3;79,08;0;0
MF203560-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF203560;CVD002 - Europlastiques;Deksel diverse;124,3;79,08;0;1
MF203622-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203622;33 - COUVERCLE DESTO - Lid Ø87,20mm;Deksel rond;87,2;87,2;1;0
MF203622-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203622;33 - COUVERCLE DESTO - Lid Ø87,20mm;Deksel rond;87,2;87,2;1;1
MF203622-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203622;33 - COUVERCLE DESTO - Lid Ø87,20mm;Deksel rond;87,2;87,2;0;0
MF203622-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203622;33 - COUVERCLE DESTO - Lid Ø87,20mm;Deksel rond;87,2;87,2;0;1
MF203675-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203675;FETA - lid 6oz (Nypro);Deksel diverse;95,85;77,16;1;0
MF203675-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203675;FETA - lid 6oz (Nypro);Deksel diverse;95,85;77,16;1;1
MF203675-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203675;FETA - lid 6oz (Nypro);Deksel diverse;95,85;77,16;0;0
MF203675-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203675;FETA - lid 6oz (Nypro);Deksel diverse;95,85;77,16;0;1
MF203676-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION2;8;MF203676;FETA - container 6oz (Nypro) pilot dielines;Driezijdig;187,66;53,84;1;0
MF203676-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_VISION2;7;MF203676;FETA - container 6oz (Nypro) pilot dielines;Driezijdig;187,66;53,84;1;1
MF203676-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION2;8;MF203676;FETA - container 6oz (Nypro) pilot dielines;Driezijdig;187,66;53,84;0;0
MF203676-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_VISION2;7;MF203676;FETA - container 6oz (Nypro) pilot dielines;Driezijdig;187,66;53,84;0;1
MF203711-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;29;MF203711;Ronde cup 365ml;Banderole ronde pot;267,92;77,7;1;0
MF203711-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF203711;Ronde cup 365ml;Banderole ronde pot;267,92;77,7;1;1
MF203711-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;31;MF203711;Ronde cup 365ml;Banderole ronde pot;267,92;77,7;0;0
MF203711-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF203711;Ronde cup 365ml;Banderole ronde pot;267,92;77,7;0;1
MF203712-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;29;MF203712;Ronde cup 375ml full wrap;Banderole ronde pot;272,9;67;1;0
MF203712-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF203712;Ronde cup 375ml full wrap;Banderole ronde pot;272,9;67;1;1
MF203712-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;31;MF203712;Ronde cup 375ml full wrap;Banderole ronde pot;272,9;67;0;0
MF203712-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF203712;Ronde cup 375ml full wrap;Banderole ronde pot;272,9;67;0;1
MF203714-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF203714;Ronde cup 375ml semi wrap;Banderole ronde pot;137,06;65,96;1;0
MF203714-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF203714;Ronde cup 375ml semi wrap;Banderole ronde pot;137,06;65,96;1;1
MF203714-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF203714;Ronde cup 375ml semi wrap;Banderole ronde pot;137,06;65,96;0;0
MF203714-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF203714;Ronde cup 375ml semi wrap;Banderole ronde pot;137,06;65,96;0;1
MF203715-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;29;MF203715;Cup rond 520ml - full wrap;Banderole ronde pot;269,44;98,97;1;0
MF203715-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;27;MF203715;Cup rond 520ml - full wrap;Banderole ronde pot;269,44;98,97;1;1
MF203715-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;31;MF203715;Cup rond 520ml - full wrap;Banderole ronde pot;269,44;98,97;0;0
MF203715-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;27;MF203715;Cup rond 520ml - full wrap;Banderole ronde pot;269,44;98,97;0;1
MF203716-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF203716;Cup rond 520ml - semi wrap;Banderole ronde pot;137,16;97,43;1;0
MF203716-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF203716;Cup rond 520ml - semi wrap;Banderole ronde pot;137,16;97,43;1;1
MF203716-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF203716;Cup rond 520ml - semi wrap;Banderole ronde pot;137,16;97,43;0;0
MF203716-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF203716;Cup rond 520ml - semi wrap;Banderole ronde pot;137,16;97,43;0;1
MF203718-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF203718;TAPA 165/220ML;Deksel rechthoekig;134,5;93;1;0
MF203718-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF203718;TAPA 165/220ML;Deksel rechthoekig;134,5;93;1;1
MF203718-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF203718;TAPA 165/220ML;Deksel rechthoekig;134,5;93;0;0
MF203718-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF203718;TAPA 165/220ML;Deksel rechthoekig;134,5;93;0;1
MF203723-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF203723;TAPA MANTEQUILLA;Deksel ovaal;115,49;59;1;0
MF203723-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF203723;TAPA MANTEQUILLA;Deksel ovaal;115,49;59;1;1
MF203723-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF203723;TAPA MANTEQUILLA;Deksel ovaal;115,49;59;0;0
MF203723-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF203723;TAPA MANTEQUILLA;Deksel ovaal;115,49;59;0;1
MF203724-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;4;MF203724;TARRINA MANTEQUILLA;Driezijdig;133,5;108,94;1;0
MF203724-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_VISION2;4;MF203724;TARRINA MANTEQUILLA;Driezijdig;133,5;108,94;1;1
MF203724-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;4;MF203724;TARRINA MANTEQUILLA;Driezijdig;133,5;108,94;0;0
MF203724-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_VISION2;4;MF203724;TARRINA MANTEQUILLA;Driezijdig;133,5;108,94;0;1
MF203732-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203732;Sealblaadjes - Deca;Deksel diverse;95,7;56;1;0
MF203732-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203732;Sealblaadjes - Deca;Deksel diverse;95,7;56;1;1
MF203732-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203732;Sealblaadjes - Deca;Deksel diverse;95,7;56;0;0
MF203732-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203732;Sealblaadjes - Deca;Deksel diverse;95,7;56;0;1
MF203766-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_MERCO;33;MF203766;577 - New - 750ml;Veelhoek/Trapezium/...;310;125;1;0
MF203766-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;33;MF203766;577 - New - 750ml;Veelhoek/Trapezium/...;310;125;1;1
MF203766-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_MERCO;33;MF203766;577 - New - 750ml;Veelhoek/Trapezium/...;310;125;0;0
MF203766-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;33;MF203766;577 - New - 750ml;Veelhoek/Trapezium/...;310;125;0;1
MF203771-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203771;CVL 015   (avec encoche);Deksel diverse;77,1;77,02;1;0
MF203771-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203771;CVL 015   (avec encoche);Deksel diverse;77,1;77,02;1;1
MF203771-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203771;CVL 015   (avec encoche);Deksel diverse;77,1;77,02;0;0
MF203771-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203771;CVL 015   (avec encoche);Deksel diverse;77,1;77,02;0;1
MF203772-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;16;MF203772;PPL 015;Vijfzijdig;164,9;164,9;1;0
MF203772-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF203772;PPL 015;Vijfzijdig;164,9;164,9;1;1
MF203772-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;18;MF203772;PPL 015;Vijfzijdig;164,9;164,9;0;0
MF203772-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF203772;PPL 015;Vijfzijdig;164,9;164,9;0;1
MF203780-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF203780;Lid all Butter Brands / LACTOGAL;Deksel rechthoekig;129,5;68,2;1;0
MF203780-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF203780;Lid all Butter Brands / LACTOGAL;Deksel rechthoekig;129,5;68,2;1;1
MF203780-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF203780;Lid all Butter Brands / LACTOGAL;Deksel rechthoekig;129,5;68,2;0;0
MF203780-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF203780;Lid all Butter Brands / LACTOGAL;Deksel rechthoekig;129,5;68,2;0;1
MF203811-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;29;MF203811;Wanne 400ml - Stabburet;Banderole ronde pot;272,53;83,2;1;0
MF203811-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF203811;Wanne 400ml - Stabburet;Banderole ronde pot;272,53;83,2;1;1
MF203811-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;31;MF203811;Wanne 400ml - Stabburet;Banderole ronde pot;272,53;83,2;0;0
MF203811-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF203811;Wanne 400ml - Stabburet;Banderole ronde pot;272,53;83,2;0;1
MF203815-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203815;Ø78,20 mm - 97 Lid Round ST - Wicked Sister;Deksel rond;78,2;78,2;1;0
MF203815-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203815;Ø78,20 mm - 97 Lid Round ST - Wicked Sister;Deksel rond;78,2;78,2;1;1
MF203815-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203815;Ø78,20 mm - 97 Lid Round ST - Wicked Sister;Deksel rond;78,2;78,2;0;0
MF203815-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203815;Ø78,20 mm - 97 Lid Round ST - Wicked Sister;Deksel rond;78,2;78,2;0;1
MF203824-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;23;MF203824;6321 BASE;Driezijdig;229,37;128,35;1;0
MF203824-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;21;MF203824;6321 BASE;Driezijdig;229,37;128,35;1;1
MF203824-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;25;MF203824;6321 BASE;Driezijdig;229,37;128,35;0;0
MF203824-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;21;MF203824;6321 BASE;Driezijdig;229,37;128,35;0;1
MF203838-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF203838;Tub 1L;Banderole ronde pot;380,59;108,08;1;0
MF203838-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF203838;Tub 1L;Banderole ronde pot;380,59;108,08;1;1
MF203838-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF203838;Tub 1L;Banderole ronde pot;380,59;108,08;0;0
MF203838-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF203838;Tub 1L;Banderole ronde pot;380,59;108,08;0;1
MF203847-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_MERCO;33;MF203847;U3251 with gap;Banderole ronde pot;339,1;129,21;1;0
MF203847-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;33;MF203847;U3251 with gap;Banderole ronde pot;339,1;129,21;1;1
MF203847-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_MERCO;33;MF203847;U3251 with gap;Banderole ronde pot;339,1;129,21;0;0
MF203847-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;33;MF203847;U3251 with gap;Banderole ronde pot;339,1;129,21;0;1
MF203848-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_MERCO;33;MF203848;U3251 with overlap;Banderole ronde pot;341,54;129,21;1;0
MF203848-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;33;MF203848;U3251 with overlap;Banderole ronde pot;341,54;129,21;1;1
MF203848-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_MERCO;33;MF203848;U3251 with overlap;Banderole ronde pot;341,54;129,21;0;0
MF203848-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;33;MF203848;U3251 with overlap;Banderole ronde pot;341,54;129,21;0;1
MF203865-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203865;deksel kraft usa;Deksel rond;88,93;88,93;1;0
MF203865-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203865;deksel kraft usa;Deksel rond;88,93;88,93;1;1
MF203865-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203865;deksel kraft usa;Deksel rond;88,93;88,93;0;0
MF203865-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203865;deksel kraft usa;Deksel rond;88,93;88,93;0;1
MF203874-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;29;MF203874;Tub 2L LEAP;Driezijdig;251;107;1;0
MF203874-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;27;MF203874;Tub 2L LEAP;Driezijdig;251;107;1;1
MF203874-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;31;MF203874;Tub 2L LEAP;Driezijdig;251;107;0;0
MF203874-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;27;MF203874;Tub 2L LEAP;Driezijdig;251;107;0;1
MF203887-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF203887;2.5 L deksel Artea;Deksel rechthoekig;158,05;134,55;1;0
MF203887-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF203887;2.5 L deksel Artea;Deksel rechthoekig;158,05;134,55;1;1
MF203887-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF203887;2.5 L deksel Artea;Deksel rechthoekig;158,05;134,55;0;0
MF203887-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF203887;2.5 L deksel Artea;Deksel rechthoekig;158,05;134,55;0;1
MF203888-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF203888;271 - 2-Flügel;Driezijdig;116,69;90,96;1;0
MF203888-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF203888;271 - 2-Flügel;Driezijdig;116,69;90,96;1;1
MF203888-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF203888;271 - 2-Flügel;Driezijdig;116,69;90,96;0;0
MF203888-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF203888;271 - 2-Flügel;Driezijdig;116,69;90,96;0;1
MF203899-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_SEMI;20;MF203899;TUB 500G KAPA OIL;Vijfzijdig margarine;236,75;186,5;1;0
MF203899-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_SEMI;20;MF203899;TUB 500G KAPA OIL;Vijfzijdig margarine;236,75;186,5;1;1
MF203899-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_SEMI;20;MF203899;TUB 500G KAPA OIL;Vijfzijdig margarine;236,75;186,5;0;0
MF203899-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_SEMI;20;MF203899;TUB 500G KAPA OIL;Vijfzijdig margarine;236,75;186,5;0;1
MF203900-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION2;9;MF203900;TUB 250G KAPA OIL;Vijfzijdig margarine;186,66;136,42;1;0
MF203900-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_VISION2;7;MF203900;TUB 250G KAPA OIL;Vijfzijdig margarine;186,66;136,42;1;1
MF203900-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION2;9;MF203900;TUB 250G KAPA OIL;Vijfzijdig margarine;186,66;136,42;0;0
MF203900-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_VISION2;7;MF203900;TUB 250G KAPA OIL;Vijfzijdig margarine;186,66;136,42;0;1
MF203901-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF203901;LID 250/500G KAPA OIL;Deksel rechthoekig;132,64;82,76;1;0
MF203901-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF203901;LID 250/500G KAPA OIL;Deksel rechthoekig;132,64;82,76;1;1
MF203901-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF203901;LID 250/500G KAPA OIL;Deksel rechthoekig;132,64;82,76;0;0
MF203901-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF203901;LID 250/500G KAPA OIL;Deksel rechthoekig;132,64;82,76;0;1
MF203904-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;15;MF203904;274 - 2 Flügel - NUTTELEX TUB;Driezijdig;179,22;84,56;1;0
MF203904-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_VISION2;10;MF203904;274 - 2 Flügel - NUTTELEX TUB;Driezijdig;179,22;84,56;1;1
MF203904-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;15;MF203904;274 - 2 Flügel - NUTTELEX TUB;Driezijdig;179,22;84,56;0;0
MF203904-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_VISION2;10;MF203904;274 - 2 Flügel - NUTTELEX TUB;Driezijdig;179,22;84,56;0;1
MF203905-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203905;Deckellabel LB09-155 (Gizeh);Deksel ovaal;83,88;79,81;1;0
MF203905-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203905;Deckellabel LB09-155 (Gizeh);Deksel ovaal;83,88;79,81;1;1
MF203905-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203905;Deckellabel LB09-155 (Gizeh);Deksel ovaal;83,88;79,81;0;0
MF203905-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF203905;Deckellabel LB09-155 (Gizeh);Deksel ovaal;83,88;79,81;0;1
MF204003-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;23;MF204003;DIA 230;Deksel rond;230;230;1;0
MF204003-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;21;MF204003;DIA 230;Deksel rond;230;230;1;1
MF204003-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;25;MF204003;DIA 230;Deksel rond;230;230;0;0
MF204003-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;21;MF204003;DIA 230;Deksel rond;230;230;0;1
MF204005-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF204005;M835 - mini Alaska;Deksel rechthoekig;69;69;1;0
MF204005-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF204005;M835 - mini Alaska;Deksel rechthoekig;69;69;1;1
MF204005-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF204005;M835 - mini Alaska;Deksel rechthoekig;69;69;0;0
MF204005-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF204005;M835 - mini Alaska;Deksel rechthoekig;69;69;0;1
MF204010-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_MERCO;33;MF204010;541 Lubien  New - 1L;Banderole ronde pot;342,5;135;1;0
MF204010-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;33;MF204010;541 Lubien  New - 1L;Banderole ronde pot;342,5;135;1;1
MF204010-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_MERCO;33;MF204010;541 Lubien  New - 1L;Banderole ronde pot;342,5;135;0;0
MF204010-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;33;MF204010;541 Lubien  New - 1L;Banderole ronde pot;342,5;135;0;1
MF204032-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;23;MF204032;Project 234-T tub San Francisco de Loncomilla;Driezijdig;230,52;164,62;1;0
MF204032-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;21;MF204032;Project 234-T tub San Francisco de Loncomilla;Driezijdig;230,52;164,62;1;1
MF204032-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;25;MF204032;Project 234-T tub San Francisco de Loncomilla;Driezijdig;230,52;164,62;0;0
MF204032-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;21;MF204032;Project 234-T tub San Francisco de Loncomilla;Driezijdig;230,52;164,62;0;1
MF204117-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF204117;LCT 195 - DET176 - DZ0240 LID;Deksel rond;146;146;1;0
MF204117-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF204117;LCT 195 - DET176 - DZ0240 LID;Deksel rond;146;146;1;1
MF204117-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF204117;LCT 195 - DET176 - DZ0240 LID;Deksel rond;146;146;0;0
MF204117-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF204117;LCT 195 - DET176 - DZ0240 LID;Deksel rond;146;146;0;1
MF204118-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;16;MF204118;COW 1L Oval Lid;Deksel ovaal;180,08;112,11;1;0
MF204118-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF204118;COW 1L Oval Lid;Deksel ovaal;180,08;112,11;1;1
MF204118-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;18;MF204118;COW 1L Oval Lid;Deksel ovaal;180,08;112,11;0;0
MF204118-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF204118;COW 1L Oval Lid;Deksel ovaal;180,08;112,11;0;1
MF204119-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;23;MF204119;COW 1L TUB;Driezijdig;205,89;116,22;1;0
MF204119-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;21;MF204119;COW 1L TUB;Driezijdig;205,89;116,22;1;1
MF204119-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;25;MF204119;COW 1L TUB;Driezijdig;205,89;116,22;0;0
MF204119-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;21;MF204119;COW 1L TUB;Driezijdig;205,89;116,22;0;1
MF204136-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;23;MF204136;Pot 10 cl;Banderole ronde pot;192,04;50,7;1;0
MF204136-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;21;MF204136;Pot 10 cl;Banderole ronde pot;192,04;50,7;1;1
MF204136-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;25;MF204136;Pot 10 cl;Banderole ronde pot;192,04;50,7;0;0
MF204136-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;21;MF204136;Pot 10 cl;Banderole ronde pot;192,04;50,7;0;1
